date,district,disaster
2023-10-31,Kandy,none
2023-10-31,Kegalle,none
2023-10-31,Kilinochchi,none
2023-10-31,Kurunegala,none
2023-10-31,Mannar,none
2023-10-31,Matale,none
2023-10-31,Matara,none
2023-10-31,Monaragala,none
2023-10-31,Mullaitivu,none
2023-10-31,Nuwara Eliya,none
2023-10-31,Polonnaruwa,none
2023-10-31,Puttalam,none
2023-10-31,Ratnapura,none
2023-10-31,Trincomalee,none
2023-10-31,Vavuniya,none
2023-11-01,Ampara,none
2023-11-01,Anuradhapura,flood
2023-11-01,Badulla,none
2023-11-01,Batticaloa,none
2023-11-01,Colombo,none
2023-11-01,Galle,none
2023-11-01,Gampaha,none
2023-11-01,Hambantota,none
2023-11-01,Jaffna,none
2023-11-01,Kalutara,none
2023-11-01,Kandy,none
2023-11-01,Kegalle,none
2023-11-01,Kilinochchi,none
2023-11-01,Kurunegala,none
2023-11-01,Mannar,none
2023-11-01,Matale,none
2023-11-01,Matara,none
2023-11-01,Monaragala,none
2023-11-01,Mullaitivu,none
2023-11-01,Nuwara Eliya,none
2023-11-01,Polonnaruwa,flood
2023-11-01,Puttalam,none
2023-11-01,Ratnapura,none
2023-11-01,Trincomalee,none
2023-11-01,Vavuniya,none
2023-11-02,Ampara,none
2023-11-02,Anuradhapura,flood
2023-11-02,Badulla,none
2023-11-02,Batticaloa,none
2023-11-02,Colombo,none
2023-11-02,Galle,none
2023-11-02,Gampaha,none
2023-11-02,Hambantota,none
2023-11-02,Jaffna,none
2023-11-02,Kalutara,none
2023-11-02,Kandy,none
2023-11-02,Kegalle,none
2023-11-02,Kilinochchi,none
2023-11-02,Kurunegala,none
2023-11-02,Mannar,none
2023-11-02,Matale,none
2023-11-02,Matara,none
2023-11-02,Monaragala,none
2023-11-02,Mullaitivu,none
2023-11-02,Nuwara Eliya,none
2023-11-02,Polonnaruwa,flood
2023-11-02,Puttalam,none
2023-11-02,Ratnapura,none
2023-11-02,Trincomalee,none
2023-11-02,Vavuniya,none
2023-11-03,Ampara,none
2023-11-03,Anuradhapura,flood
2023-11-03,Badulla,none
2023-11-03,Batticaloa,none
2023-11-03,Colombo,none
2023-11-03,Galle,none
2023-11-03,Gampaha,none
2023-11-03,Hambantota,none
2023-11-03,Jaffna,none
2023-11-03,Kalutara,none
2023-11-03,Kandy,none
2023-11-03,Kegalle,none
2023-11-03,Kilinochchi,none
2023-11-03,Kurunegala,none
2023-11-03,Mannar,none
2023-11-03,Matale,none
2023-11-03,Matara,none
2023-11-03,Monaragala,none
2023-11-03,Mullaitivu,none
2023-11-03,Nuwara Eliya,none
2023-11-03,Polonnaruwa,flood
2023-11-03,Puttalam,none
2023-11-03,Ratnapura,none
2023-11-03,Trincomalee,none
2023-11-03,Vavuniya,none
2023-11-04,Ampara,none
2023-11-04,Anuradhapura,flood
2023-11-04,Badulla,none
2023-11-04,Batticaloa,none
2023-11-04,Colombo,none
2023-11-04,Galle,none
2023-11-04,Gampaha,none
2023-11-04,Hambantota,none
2023-11-04,Jaffna,none
2023-11-04,Kalutara,none
2023-11-04,Kandy,none
2023-11-04,Kegalle,none
2023-11-04,Kilinochchi,none
2023-11-04,Kurunegala,none
2023-11-04,Mannar,none
2023-11-04,Matale,none
2023-11-04,Matara,none
2023-11-04,Monaragala,none
2023-11-04,Mullaitivu,none
2023-11-04,Nuwara Eliya,none
2023-11-04,Polonnaruwa,flood
2023-11-04,Puttalam,none
2023-11-04,Ratnapura,none
2023-11-04,Trincomalee,none
2023-11-04,Vavuniya,none
2023-11-05,Ampara,none
2023-11-05,Anuradhapura,flood
2023-11-05,Badulla,none
2023-11-05,Batticaloa,none
2023-11-05,Colombo,none
2023-11-05,Galle,none
2023-11-05,Gampaha,none
2023-11-05,Hambantota,none
2023-11-05,Jaffna,none
2023-11-05,Kalutara,none
2023-11-05,Kandy,none
2023-11-05,Kegalle,none
2023-11-05,Kilinochchi,none
2023-11-05,Kurunegala,none
2023-11-05,Mannar,none
2023-11-05,Matale,none
2023-11-05,Matara,none
2023-11-05,Monaragala,none
2023-11-05,Mullaitivu,none
2023-11-05,Nuwara Eliya,none
2023-11-05,Polonnaruwa,flood
2023-11-05,Puttalam,none
2023-11-05,Ratnapura,none
2023-11-05,Trincomalee,none
2023-11-05,Vavuniya,none
2023-11-06,Ampara,none
2023-11-06,Anuradhapura,flood
2023-11-06,Badulla,none
2023-11-06,Batticaloa,none
2023-11-06,Colombo,none
2023-11-06,Galle,none
2023-11-06,Gampaha,none
2023-11-06,Hambantota,none
2023-11-06,Jaffna,none
2023-11-06,Kalutara,none
2023-11-06,Kandy,none
2023-11-06,Kegalle,none
2023-11-06,Kilinochchi,none
2023-11-06,Kurunegala,none
2023-11-06,Mannar,none
2023-11-06,Matale,none
2023-11-06,Matara,none
2023-11-06,Monaragala,none
2023-11-06,Mullaitivu,none
2023-11-06,Nuwara Eliya,none
2023-11-06,Polonnaruwa,flood
2023-11-06,Puttalam,none
2023-11-06,Ratnapura,none
2023-11-06,Trincomalee,none
2023-11-06,Vavuniya,none
2023-11-07,Ampara,none
2023-11-07,Anuradhapura,flood
2023-11-07,Badulla,none
2023-11-07,Batticaloa,none
2023-11-07,Colombo,none
2023-11-07,Galle,none
2023-11-07,Gampaha,none
2023-11-07,Hambantota,none
2023-11-07,Jaffna,none
2023-11-07,Kalutara,none
2023-11-07,Kandy,none
2023-11-07,Kegalle,none
2023-11-07,Kilinochchi,none
2023-11-07,Kurunegala,none
2023-11-07,Mannar,none
2023-11-07,Matale,none
2023-11-07,Matara,none
2023-11-07,Monaragala,none
2023-11-07,Mullaitivu,none
2023-11-07,Nuwara Eliya,none
2023-11-07,Polonnaruwa,flood
2023-11-07,Puttalam,none
2023-11-07,Ratnapura,none
2023-11-07,Trincomalee,none
2023-11-07,Vavuniya,none
2023-11-08,Ampara,none
2023-11-08,Anuradhapura,flood
2023-11-08,Badulla,none
2023-11-08,Batticaloa,none
2023-11-08,Colombo,none
2023-11-08,Galle,none
2023-11-08,Gampaha,none
2023-11-08,Hambantota,none
2023-11-08,Jaffna,none
2023-11-08,Kalutara,none
2023-11-08,Kandy,none
2023-11-08,Kegalle,none
2023-11-08,Kilinochchi,none
2023-11-08,Kurunegala,none
2023-11-08,Mannar,none
2023-11-08,Matale,none
2023-11-08,Matara,none
2023-11-08,Monaragala,none
2023-11-08,Mullaitivu,none
2023-11-08,Nuwara Eliya,none
2023-11-08,Polonnaruwa,flood
2023-11-08,Puttalam,none
2023-11-08,Ratnapura,none
2023-11-08,Trincomalee,none
2023-11-08,Vavuniya,none
2023-11-09,Ampara,none
2023-11-09,Anuradhapura,flood
2023-11-09,Badulla,none
2023-11-09,Batticaloa,none
2023-11-09,Colombo,none
2023-11-09,Galle,none
2023-11-09,Gampaha,none
2023-11-09,Hambantota,none
2023-11-09,Jaffna,none
2023-11-09,Kalutara,none
2023-11-09,Kandy,none
2023-11-09,Kegalle,none
2023-11-09,Kilinochchi,none
2023-11-09,Kurunegala,none
2023-11-09,Mannar,none
2023-11-09,Matale,none
2023-11-09,Matara,none
2023-11-09,Monaragala,none
2023-11-09,Mullaitivu,none
2023-11-09,Nuwara Eliya,none
2023-11-09,Polonnaruwa,flood
2023-11-09,Puttalam,none
2023-11-09,Ratnapura,none
2023-11-09,Trincomalee,none
2023-11-09,Vavuniya,none
2023-11-10,Ampara,none
2023-11-10,Anuradhapura,flood
2023-11-10,Badulla,none
2023-11-10,Batticaloa,none
2023-11-10,Colombo,none
2023-11-10,Galle,none
2023-11-10,Gampaha,none
2023-11-10,Hambantota,none
2023-11-10,Jaffna,none
2023-11-10,Kalutara,none
2023-11-10,Kandy,none
2023-11-10,Kegalle,none
2023-11-10,Kilinochchi,none
2023-11-10,Kurunegala,none
2023-11-10,Mannar,none
2023-11-10,Matale,none
2023-11-10,Matara,none
2023-11-10,Monaragala,none
2023-11-10,Mullaitivu,none
2023-11-10,Nuwara Eliya,none
2023-11-10,Polonnaruwa,flood
2023-11-10,Puttalam,none
2023-11-10,Ratnapura,none
2023-11-10,Trincomalee,none
2023-11-10,Vavuniya,none
2023-11-11,Ampara,none
2023-11-11,Anuradhapura,none
2023-11-11,Badulla,none
2023-11-11,Batticaloa,none
2023-11-11,Colombo,none
2023-11-11,Galle,none
2023-11-11,Gampaha,none
2023-11-11,Hambantota,none
2023-11-11,Jaffna,none
2023-11-11,Kalutara,none
2023-11-11,Kandy,none
2023-11-11,Kegalle,none
2023-11-11,Kilinochchi,none
2023-11-11,Kurunegala,none
2023-11-11,Mannar,none
2023-11-11,Matale,none
2023-11-11,Matara,none
2023-11-11,Monaragala,none
2023-11-11,Mullaitivu,none
2023-11-11,Nuwara Eliya,none
2023-11-11,Polonnaruwa,none
2023-11-11,Puttalam,none
2023-11-11,Ratnapura,none
2023-11-11,Trincomalee,none
2023-11-11,Vavuniya,none
2023-11-12,Ampara,none
2023-11-12,Anuradhapura,none
2023-11-12,Badulla,none
2023-11-12,Batticaloa,none
2023-11-12,Colombo,none
2023-11-12,Galle,none
2023-11-12,Gampaha,none
2023-11-12,Hambantota,none
2023-11-12,Jaffna,none
2023-11-12,Kalutara,none
2023-11-12,Kandy,none
2023-11-12,Kegalle,none
2023-11-12,Kilinochchi,none
2023-11-12,Kurunegala,none
2023-11-12,Mannar,none
2023-11-12,Matale,none
2023-11-12,Matara,none
2023-11-12,Monaragala,none
2023-11-12,Mullaitivu,none
2023-11-12,Nuwara Eliya,none
2023-11-12,Polonnaruwa,none
2023-11-12,Puttalam,none
2023-11-12,Ratnapura,none
2023-11-12,Trincomalee,none
2023-11-12,Vavuniya,none
2023-11-13,Ampara,none
2023-11-13,Anuradhapura,none
2023-11-13,Badulla,none
2023-11-13,Batticaloa,none
2023-11-13,Colombo,none
2023-11-13,Galle,none
2023-11-13,Gampaha,none
2023-11-13,Hambantota,none
2023-11-13,Jaffna,none
2023-11-13,Kalutara,none
2023-11-13,Kandy,none
2023-11-13,Kegalle,none
2023-11-13,Kilinochchi,none
2023-11-13,Kurunegala,none
2023-11-13,Mannar,none
2023-11-13,Matale,none
2023-11-13,Matara,none
2023-11-13,Monaragala,none
2023-11-13,Mullaitivu,none
2023-11-13,Nuwara Eliya,none
2023-11-13,Polonnaruwa,none
2023-11-13,Puttalam,none
2023-11-13,Ratnapura,none
2023-11-13,Trincomalee,none
2023-11-13,Vavuniya,none
2023-11-14,Ampara,none
2023-11-14,Anuradhapura,none
2023-11-14,Badulla,none
2023-11-14,Batticaloa,none
2023-11-14,Colombo,none
2023-11-14,Galle,none
2023-11-14,Gampaha,none
2023-11-14,Hambantota,none
2023-11-14,Jaffna,none
2023-11-14,Kalutara,none
2023-11-14,Kandy,none
2023-11-14,Kegalle,none
2023-11-14,Kilinochchi,none
2023-11-14,Kurunegala,none
2023-11-14,Mannar,none
2023-11-14,Matale,none
2023-11-14,Matara,none
2023-11-14,Monaragala,none
2023-11-14,Mullaitivu,none
2023-11-14,Nuwara Eliya,none
2023-11-14,Polonnaruwa,none
2023-11-14,Puttalam,none
2023-11-14,Ratnapura,none
2023-11-14,Trincomalee,none
2023-11-14,Vavuniya,none
2023-11-15,Ampara,none
2023-11-15,Anuradhapura,none
2023-11-15,Badulla,none
2023-11-15,Batticaloa,none
2023-11-15,Colombo,none
2023-11-15,Galle,none
2023-11-15,Gampaha,none
2023-11-15,Hambantota,none
2023-11-15,Jaffna,none
2023-11-15,Kalutara,none
2023-11-15,Kandy,none
2023-11-15,Kegalle,none
2023-11-15,Kilinochchi,none
2023-11-15,Kurunegala,none
2023-11-15,Mannar,none
2023-11-15,Matale,none
2023-11-15,Matara,none
2023-11-15,Monaragala,none
2023-11-15,Mullaitivu,none
2023-11-15,Nuwara Eliya,none
2023-11-15,Polonnaruwa,none
2023-11-15,Puttalam,none
2023-11-15,Ratnapura,none
2023-11-15,Trincomalee,none
2023-11-15,Vavuniya,none
2023-11-16,Ampara,none
2023-11-16,Anuradhapura,none
2023-11-16,Badulla,none
2023-11-16,Batticaloa,none
2023-11-16,Colombo,none
2023-11-16,Galle,none
2023-11-16,Gampaha,none
2023-11-16,Hambantota,none
2023-11-16,Jaffna,none
2023-11-16,Kalutara,none
2023-11-16,Kandy,none
2023-11-16,Kegalle,none
2023-11-16,Kilinochchi,none
2023-11-16,Kurunegala,none
2023-11-16,Mannar,none
2023-11-16,Matale,none
2023-11-16,Matara,none
2023-11-16,Monaragala,none
2023-11-16,Mullaitivu,none
2023-11-16,Nuwara Eliya,none
2023-11-16,Polonnaruwa,none
2023-11-16,Puttalam,none
2023-11-16,Ratnapura,none
2023-11-16,Trincomalee,none
2023-11-16,Vavuniya,none
2023-11-17,Ampara,none
2023-11-17,Anuradhapura,none
2023-11-17,Badulla,none
2023-11-17,Batticaloa,none
2023-11-17,Colombo,none
2023-11-17,Galle,none
2023-11-17,Gampaha,none
2023-11-17,Hambantota,none
2023-11-17,Jaffna,none
2023-11-17,Kalutara,none
2023-11-17,Kandy,none
2023-11-17,Kegalle,none
2023-11-17,Kilinochchi,none
2023-11-17,Kurunegala,none
2023-11-17,Mannar,none
2023-11-17,Matale,none
2023-11-17,Matara,none
2023-11-17,Monaragala,none
2023-11-17,Mullaitivu,none
2023-11-17,Nuwara Eliya,none
2023-11-17,Polonnaruwa,none
2023-11-17,Puttalam,none
2023-11-17,Ratnapura,none
2023-11-17,Trincomalee,none
2023-11-17,Vavuniya,none
2023-11-18,Ampara,none
2023-11-18,Anuradhapura,none
2023-11-18,Badulla,none
2023-11-18,Batticaloa,none
2023-11-18,Colombo,none
2023-11-18,Galle,none
2023-11-18,Gampaha,none
2023-11-18,Hambantota,none
2023-11-18,Jaffna,none
2023-11-18,Kalutara,none
2023-11-18,Kandy,none
2023-11-18,Kegalle,none
2023-11-18,Kilinochchi,none
2023-11-18,Kurunegala,none
2023-11-18,Mannar,none
2023-11-18,Matale,none
2023-11-18,Matara,none
2023-11-18,Monaragala,none
2023-11-18,Mullaitivu,none
2023-11-18,Nuwara Eliya,none
2023-11-18,Polonnaruwa,none
2023-11-18,Puttalam,none
2023-11-18,Ratnapura,none
2023-11-18,Trincomalee,none
2023-11-18,Vavuniya,none
2023-11-19,Ampara,none
2023-11-19,Anuradhapura,none
2023-11-19,Badulla,none
2023-11-19,Batticaloa,none
2023-11-19,Colombo,none
2023-11-19,Galle,none
2023-11-19,Gampaha,none
2023-11-19,Hambantota,none
2023-11-19,Jaffna,none
2023-11-19,Kalutara,none
2023-11-19,Kandy,none
2023-11-19,Kegalle,none
2023-11-19,Kilinochchi,none
2023-11-19,Kurunegala,none
2023-11-19,Mannar,none
2023-11-19,Matale,none
2023-11-19,Matara,none
2023-11-19,Monaragala,none
2023-11-19,Mullaitivu,none
2023-11-19,Nuwara Eliya,none
2023-11-19,Polonnaruwa,none
2023-11-19,Puttalam,none
2023-11-19,Ratnapura,none
2023-11-19,Trincomalee,none
2023-11-19,Vavuniya,none
2023-11-20,Ampara,none
2023-11-20,Anuradhapura,none
2023-11-20,Badulla,none
2023-11-20,Batticaloa,none
2023-11-20,Colombo,none
2023-11-20,Galle,none
2023-11-20,Gampaha,none
2023-11-20,Hambantota,none
2023-11-20,Jaffna,none
2023-11-20,Kalutara,none
2023-11-20,Kandy,none
2023-11-20,Kegalle,none
2023-11-20,Kilinochchi,none
2023-11-20,Kurunegala,none
2023-11-20,Mannar,none
2023-11-20,Matale,none
2023-11-20,Matara,none
2023-11-20,Monaragala,none
2023-11-20,Mullaitivu,none
2023-11-20,Nuwara Eliya,none
2023-11-20,Polonnaruwa,none
2023-11-20,Puttalam,none
2023-11-20,Ratnapura,none
2023-11-20,Trincomalee,none
2023-11-20,Vavuniya,none
2023-11-21,Ampara,none
2023-11-21,Anuradhapura,none
2023-11-21,Badulla,none
2023-11-21,Batticaloa,none
2023-11-21,Colombo,none
2023-11-21,Galle,none
2023-11-21,Gampaha,none
2023-11-21,Hambantota,none
2023-11-21,Jaffna,none
2023-11-21,Kalutara,none
2023-11-21,Kandy,none
2023-11-21,Kegalle,none
2023-11-21,Kilinochchi,none
2023-11-21,Kurunegala,none
2023-11-21,Mannar,none
2023-11-21,Matale,none
2023-11-21,Matara,none
2023-11-21,Monaragala,none
2023-11-21,Mullaitivu,none
2023-11-21,Nuwara Eliya,none
2023-11-21,Polonnaruwa,none
2023-11-21,Puttalam,none
2023-11-21,Ratnapura,none
2023-11-21,Trincomalee,none
2023-11-21,Vavuniya,none
2023-11-22,Ampara,none
2023-11-22,Anuradhapura,none
2023-11-22,Badulla,none
2023-11-22,Batticaloa,none
2023-11-22,Colombo,none
2023-11-22,Galle,none
2023-11-22,Gampaha,none
2023-11-22,Hambantota,none
2023-11-22,Jaffna,none
2023-11-22,Kalutara,none
2023-11-22,Kandy,none
2023-11-22,Kegalle,none
2023-11-22,Kilinochchi,none
2023-11-22,Kurunegala,none
2023-11-22,Mannar,none
2023-11-22,Matale,none
2023-11-22,Matara,none
2023-11-22,Monaragala,none
2023-11-22,Mullaitivu,none
2023-11-22,Nuwara Eliya,none
2023-11-22,Polonnaruwa,none
2023-11-22,Puttalam,none
2023-11-22,Ratnapura,none
2023-11-22,Trincomalee,none
2023-11-22,Vavuniya,none
2023-11-23,Ampara,none
2023-11-23,Anuradhapura,none
2023-11-23,Badulla,none
2023-11-23,Batticaloa,none
2023-11-23,Colombo,none
2023-11-23,Galle,none
2023-11-23,Gampaha,none
2023-11-23,Hambantota,none
2023-11-23,Jaffna,none
2023-11-23,Kalutara,none
2023-11-23,Kandy,none
2023-11-23,Kegalle,none
2023-11-23,Kilinochchi,none
2023-11-23,Kurunegala,none
2023-11-23,Mannar,none
2023-11-23,Matale,none
2023-11-23,Matara,none
2023-11-23,Monaragala,none
2023-11-23,Mullaitivu,none
2023-11-23,Nuwara Eliya,none
2023-11-23,Polonnaruwa,none
2023-11-23,Puttalam,none
2023-11-23,Ratnapura,none
2023-11-23,Trincomalee,none
2023-11-23,Vavuniya,none
2023-11-24,Ampara,none
2023-11-24,Anuradhapura,none
2023-11-24,Badulla,none
2023-11-24,Batticaloa,none
2023-11-24,Colombo,none
2023-11-24,Galle,none
2023-11-24,Gampaha,none
2023-11-24,Hambantota,none
2023-11-24,Jaffna,none
2023-11-24,Kalutara,none
2023-11-24,Kandy,none
2023-11-24,Kegalle,none
2023-11-24,Kilinochchi,none
2023-11-24,Kurunegala,none
2023-11-24,Mannar,none
2023-11-24,Matale,none
2023-11-24,Matara,none
2023-11-24,Monaragala,none
2023-11-24,Mullaitivu,none
2023-11-24,Nuwara Eliya,none
2023-11-24,Polonnaruwa,none
2023-11-24,Puttalam,none
2023-11-24,Ratnapura,none
2023-11-24,Trincomalee,none
2023-11-24,Vavuniya,none
2023-11-25,Ampara,none
2023-11-25,Anuradhapura,none
2023-11-25,Badulla,none
2023-11-25,Batticaloa,none
2023-11-25,Colombo,none
2023-11-25,Galle,none
2023-11-25,Gampaha,none
2023-11-25,Hambantota,none
2023-11-25,Jaffna,none
2023-11-25,Kalutara,none
2023-11-25,Kandy,none
2023-11-25,Kegalle,none
2023-11-25,Kilinochchi,none
2023-11-25,Kurunegala,none
2023-11-25,Mannar,none
2023-11-25,Matale,none
2023-11-25,Matara,none
2023-11-25,Monaragala,none
2023-11-25,Mullaitivu,none
2023-11-25,Nuwara Eliya,none
2023-11-25,Polonnaruwa,none
2023-11-25,Puttalam,none
2023-11-25,Ratnapura,none
2023-11-25,Trincomalee,none
2023-11-25,Vavuniya,none
2023-11-26,Ampara,none
2023-11-26,Anuradhapura,none
2023-11-26,Badulla,none
2023-11-26,Batticaloa,none
2023-11-26,Colombo,none
2023-11-26,Galle,none
2023-11-26,Gampaha,none
2023-11-26,Hambantota,none
2023-11-26,Jaffna,none
2023-11-26,Kalutara,none
2023-11-26,Kandy,none
2023-11-26,Kegalle,none
2023-11-26,Kilinochchi,none
2023-11-26,Kurunegala,none
2023-11-26,Mannar,none
2023-11-26,Matale,none
2023-11-26,Matara,none
2023-11-26,Monaragala,none
2023-11-26,Mullaitivu,none
2023-11-26,Nuwara Eliya,none
2023-11-26,Polonnaruwa,none
2023-11-26,Puttalam,none
2023-11-26,Ratnapura,none
2023-11-26,Trincomalee,none
2023-11-26,Vavuniya,none
2023-11-27,Ampara,none
2023-11-27,Anuradhapura,none
2023-11-27,Badulla,none
2023-11-27,Batticaloa,none
2023-11-27,Colombo,none
2023-11-27,Galle,none
2023-11-27,Gampaha,none
2023-11-27,Hambantota,none
2023-11-27,Jaffna,none
2023-11-27,Kalutara,none
2023-11-27,Kandy,none
2023-11-27,Kegalle,none
2023-11-27,Kilinochchi,none
2023-11-27,Kurunegala,none
2023-11-27,Mannar,none
2023-11-27,Matale,none
2023-11-27,Matara,none
2023-11-27,Monaragala,none
2023-11-27,Mullaitivu,none
2023-11-27,Nuwara Eliya,none
2023-11-27,Polonnaruwa,none
2023-11-27,Puttalam,none
2023-11-27,Ratnapura,none
2023-11-27,Trincomalee,none
2023-11-27,Vavuniya,none
2023-11-28,Ampara,none
2023-11-28,Anuradhapura,none
2023-11-28,Badulla,none
2023-11-28,Batticaloa,none
2023-11-28,Colombo,none
2023-11-28,Galle,none
2023-11-28,Gampaha,none
2023-11-28,Hambantota,none
2023-11-28,Jaffna,none
2023-11-28,Kalutara,none
2023-11-28,Kandy,none
2023-11-28,Kegalle,none
2023-11-28,Kilinochchi,none
2023-11-28,Kurunegala,none
2023-11-28,Mannar,none
2023-11-28,Matale,none
2023-11-28,Matara,none
2023-11-28,Monaragala,none
2023-11-28,Mullaitivu,none
2023-11-28,Nuwara Eliya,none
2023-11-28,Polonnaruwa,none
2023-11-28,Puttalam,none
2023-11-28,Ratnapura,none
2023-11-28,Trincomalee,none
2023-11-28,Vavuniya,none
2023-11-29,Ampara,none
2023-11-29,Anuradhapura,none
2023-11-29,Badulla,none
2023-11-29,Batticaloa,none
2023-11-29,Colombo,none
2023-11-29,Galle,none
2023-11-29,Gampaha,none
2023-11-29,Hambantota,none
2023-11-29,Jaffna,none
2023-11-29,Kalutara,none
2023-11-29,Kandy,none
2023-11-29,Kegalle,none
2023-11-29,Kilinochchi,none
2023-11-29,Kurunegala,none
2023-11-29,Mannar,none
2023-11-29,Matale,none
2023-11-29,Matara,none
2023-11-29,Monaragala,none
2023-11-29,Mullaitivu,none
2023-11-29,Nuwara Eliya,none
2023-11-29,Polonnaruwa,none
2023-11-29,Puttalam,none
2023-11-29,Ratnapura,none
2023-11-29,Trincomalee,none
2023-11-29,Vavuniya,none
2023-11-30,Ampara,none
2023-11-30,Anuradhapura,none
2023-11-30,Badulla,none
2023-11-30,Batticaloa,none
2023-11-30,Colombo,none
2023-11-30,Galle,none
2023-11-30,Gampaha,none
2023-11-30,Hambantota,none
2023-11-30,Jaffna,none
2023-11-30,Kalutara,none
2023-11-30,Kandy,none
2023-11-30,Kegalle,none
2023-11-30,Kilinochchi,none
2023-11-30,Kurunegala,none
2023-11-30,Mannar,none
2023-11-30,Matale,none
2023-11-30,Matara,none
2023-11-30,Monaragala,none
2023-11-30,Mullaitivu,none
2023-11-30,Nuwara Eliya,none
2023-11-30,Polonnaruwa,none
2023-11-30,Puttalam,none
2023-11-30,Ratnapura,none
2023-11-30,Trincomalee,none
2023-11-30,Vavuniya,none
2023-12-01,Ampara,none
2023-12-01,Anuradhapura,none
2023-12-01,Badulla,none
2023-12-01,Batticaloa,none
2023-12-01,Colombo,none
2023-12-01,Galle,none
2023-12-01,Gampaha,none
2023-12-01,Hambantota,none
2023-12-01,Jaffna,none
2023-12-01,Kalutara,none
2023-12-01,Kandy,none
2023-12-01,Kegalle,none
2023-12-01,Kilinochchi,none
2023-12-01,Kurunegala,none
2023-12-01,Mannar,none
2023-12-01,Matale,none
2023-12-01,Matara,none
2023-12-01,Monaragala,none
2023-12-01,Mullaitivu,none
2023-12-01,Nuwara Eliya,none
2023-12-01,Polonnaruwa,none
2023-12-01,Puttalam,none
2023-12-01,Ratnapura,none
2023-12-01,Trincomalee,none
2023-12-01,Vavuniya,none
2023-12-02,Ampara,none
2023-12-02,Anuradhapura,none
2023-12-02,Badulla,none
2023-12-02,Batticaloa,none
2023-12-02,Colombo,none
2023-12-02,Galle,none
2023-12-02,Gampaha,none
2023-12-02,Hambantota,none
2023-12-02,Jaffna,none
2023-12-02,Kalutara,none
2023-12-02,Kandy,none
2023-12-02,Kegalle,none
2023-12-02,Kilinochchi,none
2023-12-02,Kurunegala,none
2023-12-02,Mannar,none
2023-12-02,Matale,none
2023-12-02,Matara,none
2023-12-02,Monaragala,none
2023-12-02,Mullaitivu,none
2023-12-02,Nuwara Eliya,none
2023-12-02,Polonnaruwa,none
2023-12-02,Puttalam,none
2023-12-02,Ratnapura,none
2023-12-02,Trincomalee,none
2023-12-02,Vavuniya,none
2023-12-03,Ampara,none
2023-12-03,Anuradhapura,none
2023-12-03,Badulla,none
2023-12-03,Batticaloa,none
2023-12-03,Colombo,none
2023-12-03,Galle,none
2023-12-03,Gampaha,none
2023-12-03,Hambantota,none
2023-12-03,Jaffna,none
2023-12-03,Kalutara,none
2023-12-03,Kandy,none
2023-12-03,Kegalle,none
2023-12-03,Kilinochchi,none
2023-12-03,Kurunegala,none
2023-12-03,Mannar,none
2023-12-03,Matale,none
2023-12-03,Matara,none
2023-12-03,Monaragala,none
2023-12-03,Mullaitivu,none
2023-12-03,Nuwara Eliya,none
2023-12-03,Polonnaruwa,none
2023-12-03,Puttalam,none
2023-12-03,Ratnapura,none
2023-12-03,Trincomalee,none
2023-12-03,Vavuniya,none
2023-12-04,Ampara,none
2023-12-04,Anuradhapura,none
2023-12-04,Badulla,none
2023-12-04,Batticaloa,none
2023-12-04,Colombo,none
2023-12-04,Galle,none
2023-12-04,Gampaha,none
2023-12-04,Hambantota,none
2023-12-04,Jaffna,none
2023-12-04,Kalutara,none
2023-12-04,Kandy,none
2023-12-04,Kegalle,none
2023-12-04,Kilinochchi,none
2023-12-04,Kurunegala,none
2023-12-04,Mannar,none
2023-12-04,Matale,none
2023-12-04,Matara,none
2023-12-04,Monaragala,none
2023-12-04,Mullaitivu,none
2023-12-04,Nuwara Eliya,none
2023-12-04,Polonnaruwa,none
2023-12-04,Puttalam,none
